Parameter/Date,31 January 2024,30 January 2024,29 January 2024,28 January 2024,27 January 2024,26 January 2024,25 January 2024,24 January 2024,23 January 2024,22 January 2024,21 January 2024,20 January 2024,19 January 2024,18 January 2024,17 January 2024,16 January 2024,15 January 2024,14 January 2024,13 January 2024,12 January 2024,11 January 2024,10 January 2024,9 January 2024,8 January 2024,7 January 2024,6 January 2024,5 January 2024,4 January 2024,3 January 2024,2 January 2024,1 January 2024,Total
Refunds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Promo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advertising cost,-42.22,-54.66,-66.06,-76.44,-52.1,-57.8,-33.77,-46.37,-40.29,-28.18,-18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-516.32
    Sponsored Products,-42.22,-54.66,-66.06,-76.44,-52.1,-57.8,-33.77,-46.37,-40.29,-28.18,-18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-516.32
    Sponsored Brands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Sponsored Brands Video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Sponsored Display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Sponsored Television,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shipping costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refund cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazon fees,-122.22,-129.09,-88.27,-183.33,-61.11,-67.9,-95.06,-67.9,-13.58,-13.43,-19.92,0,0,0,0,0,0,0,0,0,0,0,0,-4.42,0,0,0,0,0,0,0,-866.23
    FBA per unit fulfilment fee,-76.32,-80.64,-55.12,-114.48,-38.16,-42.4,-59.36,-42.4,-8.48,-8.48,-12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-538.56
    Referral fee,-45.9,-48.45,-33.15,-68.85,-22.95,-25.5,-35.7,-25.5,-5.1,-4.95,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-323.25
    FBA storage fee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42,0,0,0,0,0,0,0,-4.42
Cost of goods,-49.14,-51.87,-35.49,-73.71,-24.57,-27.3,-38.22,-27.3,-5.46,-5.46,-8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-346.71
    Cost of goods sold,-49.14,-51.87,-35.49,-73.71,-24.57,-27.3,-38.22,-27.3,-5.46,-5.46,-8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-346.71
    Disposal of sellable products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Lost/damaged by Amazon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Multi-channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Missing returns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Marketplace facilitator VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gross profit,92.24,87.19,31.05,125.25,15.13,16.9,70.81,28.33,-25.35,-14.09,1.43,0,0,0,0,0,0,0,0,0,0,0,0,-4.42,0,0,0,0,0,0,0,424.47
Indirect expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net profit,92.24,87.19,31.05,125.25,15.13,16.9,70.81,28.33,-25.35,-14.09,1.43,0,0,0,0,0,0,0,0,0,0,0,0,-4.42,0,0,0,0,0,0,0,424.47
Estimated payout,141.38,139.06,66.54,198.96,39.7,44.2,109.03,55.63,-19.89,-8.63,9.62,0,0,0,0,0,0,0,0,0,0,0,0,-4.42,0,0,0,0,0,0,0,771.18
Real ACOS,13.81%,16.93%,29.91%,16.66%,34.07%,34.02%,14.2%,27.29%,118.57%,85.45%,38.42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,23.97%
% Refunds,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Sellable returns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin,30.16%,27.01%,14.06%,27.3%,9.89%,9.95%,29.77%,16.67%,-74.6%,-42.72%,2.98%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.71%
ROI,187.71%,168.09%,87.49%,169.92%,61.58%,61.9%,185.27%,103.77%,-464.29%,-258.06%,17.46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,0%,0%,0%,0%,122.43%
Active subscriptions (SnS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sessions,85,97,104,126,104,88,64,77,54,67,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918
    Browser sessions,33,35,50,50,43,32,28,39,24,33,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
    Mobile app sessions,52,62,54,76,61,56,36,38,30,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
Unit session percentage,21.18%,19.59%,12.5%,21.43%,8.65%,11.36%,21.88%,12.99%,3.7%,2.99%,5.88%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,13.83%
